ID,SMILES,Mutagenicity
180409-60-3,N/C(=N\OCC1CC1)/c1c(F)c(F)ccc1C(F)(F)F,non-mutagenic
180409-60-3,NC(=N)c1c(F)c(F)ccc1C(F)(F)F,non-mutagenic
180409-60-3,NC(=O)c1c(F)c(F)ccc1C(F)(F)F,non-mutagenic
180409-60-3,O=C(N/C(=N\OCC1CC1)/c1c(F)c(F)ccc1C(F)(F)F)CC(=O)O,non-mutagenic
180409-60-3,O=C(N/C(=N/OCC1CC1)/c1c(F)c(F)ccc1C(F)(F)F)Cc1ccccc1,non-mutagenic
180409-60-3,OC(=O)C1CC1,non-mutagenic
180409-60-3,OCC1CC1,non-mutagenic
94361-06-5,CC(C(c1ccc(cc1)Cl)(Cn1ncnc1)O)C1CC1,non-mutagenic
94361-06-5,OC(=O)/C=C/C(C(c1ccc(cc1)Cl)(Cn1cncn1)O)C,non-mutagenic
94361-06-5,OC(=O)CC(C(C(c1ccc(cc1)Cl)(Cn1cncn1)O)C)O,non-mutagenic
121552-61-2,Cc1nc(Nc2ccccc2)nc(c1)C1CC1,non-mutagenic
121552-61-2,Cc1cc(nc(n1)N)C1CC1,non-mutagenic
121552-61-2,Cc1nc(Nc2cccc(c2)O)nc(c1)C1CC1,non-mutagenic
121552-61-2,OCc1nc(N)nc(c1)C1CC1,non-mutagenic
121552-61-2,Cc1cc(nc(n1)O)C1CC1,non-mutagenic
121552-61-2,OCc1nc(Nc2ccccc2)nc(c1)C1CC1,non-mutagenic
110488-70-5,COc1cc(ccc1OC)/C(=C/C(=O)N1CCOCC1)/c1ccc(cc1)Cl,non-mutagenic
50563-36-5,COCCN(c1c(C)cccc1C)C(=O)CCl,non-mutagenic
50563-36-5,COCCN(c1c(C)cccc1C)C(=O)C(=O)O,non-mutagenic
50563-36-5,COCCN(c1c(C)cccc1C)C(=O)CS(=O)(=O)O[Na],non-mutagenic
50563-36-5,[Na]OS(=O)(=O)CC(=O)Nc1c(C)cccc1C,non-mutagenic
50563-36-5,COC(=O)CN(c1c(C)cccc1C)C(=O)CS(=O)(=O)O[Na],non-mutagenic
50563-36-5,OCC(=O)N(c1c(C)cccc1C)CCSCC(C(=O)O)O,non-mutagenic
50563-36-5,COCCN(c1c(C)cccc1C(=O)O)C(=O)CO,non-mutagenic
87130-20-9,CCOc1cc(ccc1OCC)NC(=O)OC(C)C,non-mutagenic
80844-07-1,CCOc1ccc(cc1)C(COCc1cccc(c1)Oc1ccccc1)(C)C,non-mutagenic
80844-07-1,CCOc1ccc(cc1)C(COC(=O)c1cccc(c1)Oc1ccccc1)(C)C,non-mutagenic
149961-52-4,CON=C(c1ccccc1COc1cc(C)ccc1C)C(=O)NC,non-mutagenic
149961-52-4,CO/N=C(\c1ccccc1CO)/C(=O)NC,non-mutagenic
13708-85-5,[O-]P(=O)=O.[Na+].[Na+],non-mutagenic
82657-04-3,O=C(C1C(C1(C)C)/C=C(/C(F)(F)F)\Cl)OCc1cccc(c1C)c1ccccc1,non-mutagenic
82560-54-1,CNC(=O)Oc1cccc2c1OC(C2)(C)C,non-mutagenic
82560-54-1,Oc1cccc2c1OC(C2)(C)C,non-mutagenic
1563-66-2,CNC(=O)Oc1cccc2c1OC(C2O)(C)C,non-mutagenic
122-39-4,c1ccc(cc1)Nc1ccccc1,non-mutagenic
125401-92-5,COc1nc(Oc2cccc(c2C(=O)[O-])Oc2nc(OC)cc(n2)OC)nc(c1)OC.[Na+],non-mutagenic
125401-92-5,COc1cc(OC)[nH]c(=O)n1,non-mutagenic
125401-92-5,COc1cc(=O)[nH]c(=O)[nH]1,non-mutagenic
125401-92-5,COc1cc(OC)nc(n1)Oc1cccc(c1C(=O)O)Oc1nc(OC)c(c(n1)OC)O,non-mutagenic
125401-92-5,COc1nc(nc(c1)O)Oc1cccc(c1C(=O)[O-])O.[Na+],non-mutagenic
125401-92-5,COc1cc(OC)nc(n1)Oc1cccc(c1C(=O)O)O,non-mutagenic
125401-92-5,COc1cc(O)nc(n1)Oc1cccc(c1C(=O)[O-])Oc1nc(OC)cc(n1)OC.[Na+],non-mutagenic
177406-68-7,Fc1ccc2c(c1)sc(n2)c1nc2c(s1)cc(cc2)F,mutagenic
99129-21-2,Cl/C=C/CO/N=C(/C1=C(O)CC(CC1=O)CC(SCC)C)\CC,mutagenic
99129-21-2,CCC(=N)C1=C(O)CC(CC1=O)CC(S(=O)(=O)CC)C,non-mutagenic
99129-21-2,Cl/C=C/CO/N=C(/C1=C(O)CC(CC1=O)(O)CC(S(=O)(=O)CC)C)\CC,non-mutagenic
99129-21-2,Cl/C=C/CO/N=C(/C1=C(O)CC(CC1=O)CC(S(=O)(=O)CC)C)\CC,mutagenic
99129-21-2,CCc1oc2c(n1)C(=O)CC(C2)CC(S(=O)(=O)CC)C,non-mutagenic
97780-06-8,CCOc1nc(NC(=O)N)nc(n1)NC,non-mutagenic
97780-06-8,CCOc1nc(NC)nc(n1)N,non-mutagenic
97780-06-8,CCOc1nc(nc(n1)NC)NC(=O)NS(=O)(=O)c1ccccc1C(=O)O,non-mutagenic
97780-06-8,CNc1nc(nc(n1)O)NC(=O)NS(=O)(=O)c1ccccc1C(=O)OC,non-mutagenic
97780-06-8,COC(=O)c1ccccc1S(=O)(=O)NC(=O)Nc1nc(N)nc(n1)O,non-mutagenic
97780-06-8,CCOc1nc(nc(n1)N)NC(=O)NS(=O)(=O)c1ccccc1C(=O)O,non-mutagenic
97780-06-8,OC(=O)c1ccccc1S(=O)(=O)N,non-mutagenic
97780-06-8,CCOc1nc(N)nc(n1)N,non-mutagenic
13194-48-4,CCCSP(=O)(SCCC)OCC,non-mutagenic
3347-22-6,N#Cc1sc2=c(sc1C#N)c(=O)c1c(c2=O)cccc1,non-mutagenic
1861-32-1,COC(=O)c1c(Cl)c(Cl)c(c(c1Cl)Cl)C(=O)OC,non-mutagenic
1861-32-1,OC(=O)c1c(Cl)c(Cl)c(c(c1Cl)Cl)C(=O)O,non-mutagenic
1861-32-1,COC(=O)c1c(Cl)c(Cl)c(c(c1Cl)Cl)C(=O)O,non-mutagenic
98243-83-5,COC(=O)[C@H](N(c1c(C)cccc1C)C(=O)Cc1ccccc1)C,non-mutagenic
736994-63-1,N#Cc1cc(C)c(c(c1)C(=O)NC)NC(=O)c1cc(nn1c1ncccc1Cl)Br,non-mutagenic
736994-63-1,CNC(=O)c1cc(cc(c1NC(=O)c1cc(nn1c1ncccc1Cl)Br)C)C(=O)O,non-mutagenic
736994-63-1,Brc1nn(c(c1)c1nc(=O)c2c([nH]1)c(C)cc(c2)C(=O)O)c1ncccc1Cl,non-mutagenic
736994-63-1,CNC(=O)C1=NN=C([CH]1)Br,non-mutagenic
736994-63-1,N#Cc1cc(C)c2c(c1)c(=O)n1c(n2)c(Cl)ccc1,non-mutagenic
106-24-1,OCC=C(CCC=C(C)C)C,non-mutagenic
500008-45-7,CNC(=O)c1cc(Cl)cc(c1NC(=O)c1cc(nn1c1ncccc1Cl)Br)C,non-mutagenic
500008-45-7,Clc1cc(C)c2c(c1)c(=O)n(c(n2)c1cc(nn1c1ncccc1Cl)Br)C,non-mutagenic
500008-45-7,Clc1cc(C)c2c(c1)c(=O)n(c(n2)C1=NN=C([CH]1)Br)C,non-mutagenic
500008-45-7,Clc1cc(C)c2c(c1)c(=O)n1c(n2)c(Cl)ccc1,non-mutagenic
55285-14-8,CCCCN(SN(C(=O)Oc1cccc2c1OC(C2)(C)C)C)CCCC,non-mutagenic
1698-60-8,Nc1cnn(c(=O)c1Cl)c1ccccc1,mutagenic
1698-60-8,Nc1cn[nH]c(=O)c1Cl,non-mutagenic
1698-60-8,Cn1ncc(c(c1=O)Cl)N,non-mutagenic
143807-66-3,Cc1cc(C)cc(c1)C(=O)N(C(C)(C)C)NC(=O)c1ccc2c(c1C)CCCO2,non-mutagenic
143807-66-3,Cc1cc(C)cc(c1)C(=O)N(C(C)(C)C)NC(=O)c1ccc2c(c1C)C(O)CCO2,non-mutagenic
143807-66-3,O=C1CCc2c(O1)ccc(c2C)C(=O)NN(C(C)(C)C)C(=O)c1cc(C)cc(c1)C,non-mutagenic
143807-66-3,Cc1cc(cc(c1)C(=O)O)C(=O)N(C(C)(C)C)NC(=O)c1ccc2c(c1C)C(O)CCO2,non-mutagenic
999-81-5,ClCC[N+](C)(C)C.[Cl-],non-mutagenic
400882-07-7,COCCOC(=O)C(C(=O)c1ccccc1C(F)(F)F)(c1ccc(cc1)C(C)(C)C)C#N,non-mutagenic
400882-07-7,OC(=O)c1ccccc1C(F)(F)F,non-mutagenic
400882-07-7,NC(=O)c1ccccc1C(F)(F)F,mutagenic
128639-02-1,CCOC(=O)C(Cc1cc(c(cc1Cl)F)n1nc(n(c1=O)C(F)F)C)Cl,non-mutagenic
128639-02-1,OC(=O)C(Cc1cc(c(cc1Cl)F)n1nc(n(c1=O)C(F)F)C)Cl,non-mutagenic
128639-02-1,Fc1cc(Cl)c(cc1n1nc(n(c1=O)C(F)F)C)C(=O)O,non-mutagenic
128639-02-1,OC(=O)CCc1cc(c(cc1Cl)F)n1nc(n(c1=O)C(F)F)C,non-mutagenic
128639-02-1,OC(=O)/C=C/c1cc(c(cc1Cl)F)n1nc(n(c1=O)C(F)F)C,non-mutagenic
128639-02-1,OC(=O)C(Cc1cc(c(cc1Cl)F)n1ncn(c1=O)C(F)F)Cl,non-mutagenic
128639-02-1,OC(=O)C(S(=O)(=O)O)Cc1cc(c(cc1Cl)F)n1nc(n(c1=O)C(F)F)C,non-mutagenic
128639-02-1,FC(n1c(C)n[nH]c1=O)F,non-mutagenic
128639-02-1,OCc1nn(c(=O)n1C(F)F)c1cc(C(=O)O)c(cc1F)Cl,non-mutagenic
128639-02-1,COc1cc(c(cc1Cl)F)n1nc(n(c1=O)C(F)F)C,non-mutagenic
128639-02-1,OC(=O)c1cc(c(cc1Cl)F)n1nc(n(c1=O)C(F)F)C(=O)O,non-mutagenic
330-54-1,O=C(N(C)C)Nc1ccc(c(c1)Cl)Cl,non-mutagenic
330-54-1,CN(C(=O)Nc1ccc(cc1)Cl)C,non-mutagenic
330-54-1,Clc1cccc(c1)NC(=O)N(C)C,non-mutagenic
330-54-1,CN(C(=O)Nc1cc(Cl)cc(c1)Cl)C,non-mutagenic
101205-02-1,CCO/N=C(/C1=C(O)CC(CC1=O)C1CCCSC1)\CCC,non-mutagenic
101205-02-1,CCO/N=C(/C1=C(O)CC(CC1=O)(O)C1CCCS(=O)C1)\CCC,non-mutagenic
101205-02-1,CCO/N=C(/C1=C(O)CC(CC1=O)C1CCCS(=O)C1)\CCC,non-mutagenic
101205-02-1,OC(=O)CC(C1CCCS(=O)(=O)C1)CC(=O)O,non-mutagenic
101205-02-1,OC(=O)CC(C1CCCS(=O)C1)CC(=O)O,non-mutagenic
26225-79-6,CCOC1Oc2c(C1(C)C)cc(cc2)OS(=O)(=O)C,non-mutagenic
26225-79-6,OC(=O)C(c1cc(ccc1O)OS(=O)(=O)C)(C)C,non-mutagenic
2921-88-2,CCOP(=S)(Oc1nc(Cl)c(cc1Cl)Cl)OCC,non-mutagenic
2921-88-2,Clc1[nH]c(=O)c(cc1Cl)Cl,non-mutagenic
10605-21-7,COC(=O)Nc1nc2c([nH]1)cccc2,mutagenic
10605-21-7,Nc1cc2nc3ccccc3nc2cc1N,mutagenic
10605-21-7,COC(=O)Nc1nc2c([nH]1)cc(cc2)O,non-mutagenic
120928-09-8,CC(c1ccc(cc1)CCOc1ncnc2c1cccc2)(C)C,non-mutagenic
120928-09-8,CC(c1ccc(cc1)C(C)(C)C)O,non-mutagenic
120928-09-8,O=c1nc[nH]c2c1cccc2,non-mutagenic
63-25-2,CNC(=O)Oc1cccc2c1cccc2,non-mutagenic
134098-61-6,Cc1nn(c(c1/C=N/OCc1ccc(cc1)C(=O)OC(C)(C)C)Oc1ccccc1)C,non-mutagenic
533-74-4,CN1CN(C)CSC1=S,non-mutagenic
533-74-4,CN=C=S,non-mutagenic
79241-46-6,CCCCOC(=O)[C@H](Oc1ccc(cc1)Oc1ccc(cn1)C(F)(F)F)C,non-mutagenic
79241-46-6,O=c1ccc(c[nH]1)C(F)(F)F,mutagenic
61-82-5,Nc1ncn[nH]1,mutagenic
131341-86-1,N#Cc1c[nH]cc1c1cccc2c1OC(O2)(F)F,non-mutagenic
131341-86-1,OC(=O)c1cccc2c1OC(O2)(F)F,non-mutagenic
131341-86-1,N#CC1=C(C(=O)NC1=O)c1cccc2c1OC(O2)(F)F,non-mutagenic
131341-86-1,NC(=O)C(c1cccc2c1OC(O2)(F)F)O,non-mutagenic
131341-86-1,N#CC1C(=O)NC(=O)C1c1cccc2c1OC(O2)(F)F,non-mutagenic
131341-86-1,N#CC1(OC1(C(=O)N)c1cccc2c1OC(O2)(F)F)C(=O)O,non-mutagenic
90-43-7,Oc1ccccc1c1ccccc1,mutagenic
77-06-5,OC(=O)C1C2C3(C4C51CC(=C)C(C5)(O)CC4)C=CC(C2(C)C(=O)O3)O,non-mutagenic
7440-50-8,ClOCl.[Cu+2],mutagenic
7440-50-8,[O-]S(=O)(=O)[O-].[Cu+2].[Cu+2].[Cu+2].[Cu+2].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-],mutagenic
7440-50-8,[Cu].[Cu].O,non-mutagenic
7440-50-8,[O-]S(=O)(=O)[O-].[Cu+2].O.O.O.O.O,non-mutagenic
7440-50-8,[O-]c1cccc2c1nccc2.[O-]c1cccc2c1nccc2.[Cu+2],mutagenic
7440-50-8,[O-]S(=O)(=O)[O-].[O-]S(=O)(=O)[O-].[Cu+2].[Cu+2].[Cu+2].[OH-].[OH-],non-mutagenic
7440-50-8,Cl[Cu]Cl,non-mutagenic
101463-69-8,O=C(NC(=O)c1c(F)cccc1F)Nc1ccc(cc1F)Oc1ccc(cc1Cl)C(F)(F)F,non-mutagenic
101463-69-8,NC(=O)Nc1ccc(cc1F)Oc1ccc(cc1Cl)C(F)(F)F,non-mutagenic
101463-69-8,Clc1cc(ccc1Oc1ccc(c(c1)F)N)C(F)(F)F,mutagenic
2164-17-2,O=C(N(C)C)Nc1cccc(c1)C(F)(F)F,non-mutagenic
2164-17-2,CNC(=O)Nc1cccc(c1)C(F)(F)F,non-mutagenic
62-73-7,COP(=O)(OC=C(Cl)Cl)OC,mutagenic
62-73-7,[O-]P(=O)(OC)O,non-mutagenic
119446-68-3,CC1COC(O1)(Cn1cncn1)c1ccc(cc1Cl)Oc1ccc(cc1)Cl,non-mutagenic
119446-68-3,Clc1ccc(cc1)Oc1ccc(c(c1)Cl)C(=O)O,non-mutagenic
119446-68-3,c1ncn[nH]1,non-mutagenic
119446-68-3,Clc1ccc(cc1)Oc1ccc(c(c1)Cl)C(=O)Cn1cncn1,non-mutagenic
119446-68-3,Clc1ccc(cc1)Oc1ccc(c(c1)Cl)C(Cn1cncn1)O,non-mutagenic
60-51-5,CNC(=O)CSP(=S)(OC)OC,mutagenic
60-51-5,CNC(=O)CSP(=O)(OC)OC,mutagenic
83121-18-0,O=C(NC(=O)c1c(F)cccc1F)Nc1cc(Cl)c(c(c1F)Cl)F,non-mutagenic
83121-18-0,Fc1c(N)cc(c(c1Cl)F)Cl,non-mutagenic
83121-18-0,NC(=O)Nc1cc(Cl)c(c(c1F)Cl)F,non-mutagenic
77182-82-2,[O-]C(=O)C(CCP(=O)(O)C)N.[NH4+],non-mutagenic
77182-82-2,CC(=O)NC(C(=O)O)CCP(=O)(O)C,non-mutagenic
77182-82-2,OC(=O)CCP(=O)(O)C,non-mutagenic
77182-82-2,OC(=O)CP(=O)(O)C,non-mutagenic
100784-20-1,COc1nc(nc(c1)OC)NC(=O)NS(=O)(=O)c1n(C)nc(c1C(=O)OC)Cl,non-mutagenic
100784-20-1,OC(=O)c1c(Cl)nn(c1S(=O)(=O)N)C,non-mutagenic
100784-20-1,COc1cc(OC)nc(n1)Cc1n(C)nc(c1C(=O)O)Cl,non-mutagenic
112281-77-3,Clc1ccc(c(c1)Cl)C(Cn1cncn1)COC(C(F)F)(F)F,non-mutagenic
112281-77-3,OC(=O)C(c1ccc(cc1Cl)Cl)Cn1cncn1,non-mutagenic
112281-77-3,OC(=O)Cn1cncn1,non-mutagenic
112281-77-3,Clc1ccc(c(c1)Cl)C(Cn1cncn1)COC(C(=O)O)(F)F,non-mutagenic
239110-15-7,Clc1cc(cnc1CNC(=O)c1c(Cl)cccc1Cl)C(F)(F)F,mutagenic
